customer_id,name,email,age,gender,annual_income,total_purchases,avg_purchase_value,days_since_last_purchase,customer_satisfaction,churn
ddd9a1b3-62c1-4b20-8e62-a11665380ca2,Ernest Cunningham,brian93@example.org,36,Male,51883,12,44.2,63,2,1
ec6aad23-5857-462e-8c29-8827d5444f66,Allen Moore,xanderson@example.net,19,Male,47403,9,104.19,12,3,0
0b9fa15c-3a65-4d49-806a-dd6c13e05cf8,Jeffrey Parker,anitaphillips@example.com,61,Male,50233,9,129.06,2,1,1
6fb50b2c-a357-4238-90d8-2dd783f64c0a,Joseph Perkins,lerickson@example.org,43,Male,33555,7,97.1,38,4,1
291ca9d8-7c84-445e-94c7-047d505cdd24,Bobby Evans,brian98@example.net,49,Female,28399,8,24.88,11,2,0
a022a9a5-9bbb-45e7-9c58-d4c388f864b4,Roberta Williams,jimlewis@example.com,23,Male,73917,11,161.03,45,5,1
1f3c61fa-9036-482a-962d-987f72eb8b3b,Stephanie Smith,cramirez@example.org,49,Male,37295,8,21.89,17,5,1
17ca3e87-a4b2-47e4-abc6-c5e58a87ca68,Adam Cook,cartertracey@example.org,21,Female,35129,11,157.14,19,1,1
def523a5-e107-4d25-9c9b-773e09eab623,Stephen Butler,christopher29@example.net,28,Male,17699,11,180.79,45,3,0
6f914778-454f-47e9-96d0-08cf8f3268ba,Richard James,masseykathryn@example.org,34,Male,40415,7,97.91,14,3,0
5521da57-467f-469c-9a56-0a2536f64a66,Laurie Kelly,michellepatel@example.org,55,Male,30153,12,116.4,17,1,0
ed9fdcfe-80e7-4b8a-aaf2-ab731fc784d8,Eric Hill,ucohen@example.net,41,Male,74630,8,105.86,14,5,1
776e676b-a349-423f-9427-0e9dfbb18d09,Joseph Taylor,james90@example.com,22,Male,65147,17,90.06,13,5,0
499b5df8-7038-4ac1-bfee-898b6d35660c,Valerie Jones,ryan23@example.org,51,Male,39677,7,179.74,22,3,0
038ce05e-5bd3-4ff8-a131-ee0ddaa6cf63,James Bailey,jessicacohen@example.org,23,Female,83786,12,180.91,49,2,0
0cf771ba-9f53-4b3e-8e51-72f8a090d5dd,Kyle Dickson,bholden@example.org,39,Female,64726,9,80.45,13,4,0
b0b38769-4322-460c-bdf6-fd6e37f6d704,Brenda Hoover,kmarquez@example.org,28,Male,45127,11,130.71,22,2,0
cbbbfd79-daf9-41da-a9f2-b58ec12e4bfb,Wayne Vang,scottjones@example.com,33,Male,12508,9,186.84,33,5,0
795ded94-73d8-4780-af6c-a61c0cf0f19c,Damon Stevens,colin21@example.com,50,Female,84364,7,193.17,9,2,0
7cdad55b-c7f6-4ce2-a8a3-426a017a3b5e,Patricia Walton,portiz@example.org,26,Male,29156,21,111.61,9,4,1
a5ae120d-e39b-40cd-b8e5-8f68f91f2ceb,Timothy Thomas,xbrown@example.com,23,Male,25319,5,101.51,81,2,0
6f4b47b5-0d2d-4545-a21a-dcac20b356dc,Tiffany Carrillo,mary80@example.net,33,Male,65338,15,70.16,38,2,1
c48ffd2a-9724-416c-abee-172bd9572940,Frank Page,zmoore@example.org,46,Female,86596,7,192.6,25,2,0
9faa562d-80b2-498f-a6db-e1e81022c73f,Wendy Brooks,pfletcher@example.net,20,Male,70764,12,45.71,31,2,0
2787638e-ac0a-4356-8669-357fc823460b,Jennifer Gonzalez,pamelareynolds@example.com,37,Female,58458,11,124.37,0,1,1
f9d000a2-e185-4c54-b20c-5890b55bad8a,Michelle Villegas,paul67@example.com,53,Male,58921,11,70.86,28,5,1
2d4e89bb-daa2-4b9f-b768-144d1ce4baaf,Barbara Sanchez,nathanielfigueroa@example.org,36,Female,62801,12,70.22,21,4,0
a67308f4-0594-4726-8720-19f5ade16c8b,Kelly Huynh,ofrye@example.org,43,Female,61383,7,92.89,23,5,1
fb23b741-ad27-4b7f-a1a3-776dc557b3d7,Melissa Baker,kellyjeffrey@example.com,20,Male,54217,12,199.78,13,1,1
616cd4b2-5dbd-432d-be05-116f20155e9f,Jessica Nelson,svasquez@example.net,36,Female,51563,7,29.89,2,1,1
9f829c21-bf21-46e3-850a-894401fc259f,Charlotte Ward,sonya26@example.net,37,Male,49061,8,124.14,6,1,0
aab34514-b658-4341-bf9a-3e08f9db71ec,Laura Wolfe,braunkrystal@example.com,49,Female,38690,4,34.86,90,1,0
ef5d9463-092e-4f4a-9046-b12869fdc26e,Diane Dennis,karentran@example.org,24,Male,45789,12,47.81,15,2,0
1bea7032-0a2f-4fc6-9beb-5fae6fbeb446,Miranda Roberson,jmartin@example.org,58,Male,24605,12,99.12,18,5,0
63d45e10-8ffc-4c8b-9916-5fc26e8ba96e,Mallory Howell,phelpsronald@example.org,50,Female,48524,16,111.88,1,3,0
5c68f8f2-07c7-49b6-a7ff-95f5ddf1403b,Victor Williams,gabrielagarrett@example.org,57,Male,35171,7,66.58,1,4,1
dbce2a90-baa4-4984-bc4d-cc1fb0cb1a89,Ryan Smith,logan91@example.net,56,Male,33446,12,76.96,37,1,0
1e3274df-b141-46b3-b3c5-d1e7148873cf,Tammie Davis,berryshannon@example.net,35,Female,52698,10,35.65,23,5,0
9a99093c-bba6-41f3-8937-cb8180ed79cb,Wendy Fox,vterry@example.org,57,Male,70880,9,74.58,21,1,0
d86bf392-607c-464a-bc3e-c841ad565ead,Rebecca Kim,xpreston@example.net,18,Male,63774,11,193.98,8,1,1
03bff172-9323-4c75-85b6-b052c405df22,Keith Smith,angelasullivan@example.net,28,Female,26442,8,190.05,40,1,0
50a61845-75ac-4fef-9d31-1dcde4071923,David Johnson,wcoleman@example.net,45,Female,35155,13,80.28,5,1,1
e61cffa1-c524-42cc-ac52-da56d480a27f,Jean Murphy,jessejames@example.net,42,Male,64111,11,122.75,6,1,0
9be8f0b4-ef1d-422e-8545-4b6c177aef09,Tyler Morris,stephen83@example.com,40,Male,35262,12,183.73,18,4,1
98f59e70-3600-4b0a-a69b-e231f94f5bd1,Joseph Spencer,kcrawford@example.org,48,Female,46630,9,21.11,10,5,1
298f9360-b40a-4912-bdc2-4d7fc4c839b0,William Gardner,riggsmark@example.com,47,Female,58250,16,165.92,8,1,0
758dcf86-cbbd-4ccb-bde5-09c17ba1d174,Jane Gregory,ericgalvan@example.org,59,Male,35474,13,190.71,31,1,1
0967038b-c9f7-42c5-b64f-0b6d7aa9846d,Jessica Jones,parkerkathleen@example.org,52,Female,51580,9,36.44,31,1,0
06a80d02-c287-4e6d-bb08-cb4681f2cbe1,Tiffany Powell,smithcasey@example.com,24,Male,29989,8,49.06,52,1,0
17b60e47-9782-408e-bbfa-789a0d3e0ef2,James Evans,katherine44@example.net,33,Male,40979,16,192.93,16,2,0
854ac877-df10-4ebb-b876-413ff3ae0c53,William Mcclure,xdavis@example.net,43,Male,54796,13,116.76,2,2,0
816c5b0e-ad17-4db7-982f-50099bffe373,Jonathon Perry,rbrown@example.net,19,Male,26105,11,22.56,9,3,1
f4852afd-c8ce-4a2d-b7a7-724f06fef6af,Courtney Sanders,gregoryhardin@example.com,18,Male,56607,6,66.37,117,1,0
73636dda-cef8-4edd-a722-aa760485280a,Lisa Williams,eduardo91@example.net,29,Female,49705,4,100.99,27,3,0
bcfed560-f959-4e6d-9404-5ca63ad1c130,William Anderson,harrisonkristin@example.net,22,Female,58287,13,144.72,37,4,0
7af6d558-befb-46ac-9c39-c44b66c102e2,Scott Ellis,rachel15@example.com,54,Female,53358,5,151.97,0,3,0
c09caca7-c73e-4359-8834-6d70c64e4f9c,Scott Rivera,gutierrezsamuel@example.net,49,Female,70462,8,199.18,21,5,0
c2fa960f-7c19-457c-9d1d-51dbe89e6d29,Joshua Tanner,lauracarpenter@example.net,26,Male,51878,10,71.75,1,2,1
68cc9e10-d89c-456e-b1ac-091b8e6da672,Brian Williams,trujillobenjamin@example.org,58,Male,43558,9,116.88,25,2,0
5ae17aed-b7da-4f6d-8355-7f4ee8071649,Michael Mckinney,npacheco@example.net,52,Male,51834,13,116.0,76,1,0
ecafcd9e-c215-4d02-9915-784f9197e967,Mary Harris,dfloyd@example.org,36,Male,58149,17,93.02,103,1,0
fe354599-aee1-490b-8fbf-931ff40fde8c,Erik Cooper,katherine93@example.com,33,Female,50732,8,50.45,23,4,0
28159345-076e-4a3e-af91-fe8903606e75,Jennifer Nelson,wgarrett@example.org,20,Male,50608,16,195.94,18,4,0
2be0a11e-fd48-45a5-af28-54dc040eb5f5,Adam Valenzuela,ocampbell@example.com,37,Male,39470,5,173.6,87,5,1
d00ae881-2ad9-41b0-bb18-1285c252a15c,Dale Price,greenmichael@example.com,41,Female,40056,10,109.7,33,1,0
cc78a6cb-66e7-497d-b788-cfdd4b5a1abf,Richard Herrera,tylerjoe@example.com,50,Female,28960,7,128.58,2,1,0
2006aef4-5f22-4640-94ed-18180105e6c1,Haley Valentine,bpatterson@example.com,41,Female,76243,9,60.91,18,4,0
a74fd046-4fe0-4936-bdf8-cd71aa3ee5e1,Sharon Schultz,pwest@example.org,28,Female,31342,6,117.88,8,4,0
0c9b0bee-5a91-45dd-a39b-73817ee622a7,Eric Bentley,mcdonaldmelissa@example.net,25,Male,39606,7,145.09,19,4,1
91c1acb9-cd90-4db0-b90a-3568704b7264,Wesley Suarez,erikavega@example.org,53,Male,39223,6,112.73,18,2,0
ccc8877b-0e1c-46c2-a291-b747d52ac8fb,Christopher Hernandez,ogaines@example.org,55,Female,63423,12,198.25,26,3,0
acc8c2c5-2983-400d-9464-7ce28b8c062e,Joshua Robertson,teresamason@example.org,57,Male,45575,10,130.04,13,3,1
f3bdd9d2-afab-4a51-ac0c-28cc13f9d091,Jared Bailey,qthompson@example.net,37,Male,68716,5,86.78,5,1,0
e3085626-edb2-46b0-88c4-96914e0bf808,Sara Huffman,brandimoore@example.org,52,Male,39897,7,158.99,21,2,0
de232e21-e9b9-4b77-980c-897b7d027fee,Cynthia Gonzalez,vjohnson@example.com,42,Female,54184,5,50.68,53,4,0
e965fe50-227d-413e-9ee0-7fd02b6a9fbb,David Barnes,jackhawkins@example.com,52,Male,37469,10,89.21,32,1,0
4c313d71-eef7-475b-b80e-86b4dc795e2f,Mrs. Stacy Taylor,dillonkyle@example.net,42,Female,82177,7,82.45,12,2,1
6c7fca51-7ff0-4a67-ab48-066a53f28c5b,Amy Moody,ycooper@example.org,46,Male,32186,9,97.73,82,5,0
5304dd10-75ea-4469-a367-7cf0a3574312,Michael White,jessearmstrong@example.org,35,Male,54647,11,160.72,72,2,1
ea299d36-ab15-4f9e-80b7-67416e6e2dec,Paige Hampton,wjohnson@example.com,63,Male,59506,9,107.15,7,1,0
3a944633-018d-43c2-b00a-1cc58379e1c1,Nathan Brown,eescobar@example.net,35,Female,56206,10,162.92,1,3,1
5a8bb4c4-9470-4c2e-87ab-69371afa23c7,Tyler Smith,vcastaneda@example.org,19,Male,47220,12,123.77,40,4,0
1a225ad1-a2ba-4612-95f6-00d50c45e7e8,Amanda Reed,robert10@example.org,52,Female,48052,10,81.57,52,5,0
28f6c83d-15da-4b33-b8eb-c4744fe72192,Sara Lewis,kimfigueroa@example.org,33,Female,50657,14,165.8,103,2,0
754f24b7-8b49-46df-837a-f0524568038c,Christopher Erickson,nicolesingh@example.com,58,Female,47794,10,62.89,66,1,0
3e6ea5b9-4219-45d9-aee9-7b792ba45e47,James Gomez,odavis@example.com,53,Male,64458,11,60.39,27,1,0
9873a0b7-6c3f-4a71-8642-f924abcee80f,Sherry White,stokesanthony@example.org,50,Male,83157,8,110.81,22,4,1
0ad2b49b-144e-4bee-8ecc-b179863ebe65,Courtney Porter,monroekevin@example.org,21,Male,41637,12,66.95,0,1,1
c378e097-8b52-4282-9b06-52ea79c6cbc7,Alexandria Smith,schneiderlauren@example.com,50,Male,29452,9,21.64,8,1,0
e1a00926-39de-447a-b63b-1e13252aee44,Gerald Freeman,rosejeremy@example.net,31,Female,48675,7,136.69,18,4,0
11ea77c2-e30c-41f7-933b-90799cb6ea51,Katrina Wood,scox@example.org,38,Female,88695,9,112.0,29,5,1
3112f975-b87c-4179-9ed9-8ebfd37d83ab,Edward Mejia,william71@example.net,37,Female,37944,13,100.19,24,3,0
a073b109-10ff-4a10-b40d-a38048cfd9f1,Shannon Martinez,maryweaver@example.org,25,Male,74586,10,194.05,40,3,1
1f36d082-0acc-43da-93e6-59891a301478,Ana Kelly,vedwards@example.org,24,Female,75165,11,122.82,9,2,0
bbe1c603-6864-4fa6-a383-52c51de3054d,Terri Hanson,ohudson@example.org,20,Male,41696,7,175.42,24,5,0
7374eca1-1afb-4c79-ae08-de6f5d45db46,Bryan Hill,monroebrenda@example.net,34,Female,58534,12,45.1,2,2,0
f4b3fc61-b910-4f67-9d28-bc3c30c6fec9,Brittany Jones,hickmannathan@example.net,50,Male,74425,14,122.46,16,3,0
2bca614b-7364-4275-a913-3733e44ba2f0,Kenneth Simpson,carterchristine@example.org,29,Male,44313,8,176.24,41,4,0
bc8d3209-243e-4881-b25b-fa6355c435b7,Whitney Butler,hwinters@example.net,39,Female,46946,9,124.96,35,1,1
d8850756-4877-42af-980a-610eea0ca634,James Johnson,smithjessica@example.com,39,Female,41274,10,149.24,140,3,1
35b6dbea-5c33-472d-a44e-a5a83c894b91,Allison Lewis,amanda99@example.com,63,Female,34778,9,86.97,9,5,0
b9146963-48c3-4194-b382-152038d7a335,Lauren Kramer,upierce@example.org,47,Female,40260,15,36.64,20,3,0
f2297a2c-11c9-447c-b25c-f662b9f75aa1,Christine Carpenter,esmith@example.com,55,Male,31640,9,102.42,11,5,0
06e98445-5146-4cc0-aece-31b8d323e835,Nicole Bradley,tberry@example.net,55,Female,50511,19,91.01,17,5,1
dca719ca-335e-41ca-bc71-9e17a627a566,Kathleen Richards,hdavis@example.net,62,Female,38450,11,176.07,58,5,0
61c40436-05b9-4e99-a311-1b5d48c4d09a,Michael Montes,brittany45@example.net,25,Female,53506,9,63.92,34,2,0
5d35e7b4-20f6-4a3a-984d-0d00814d5144,Lisa Jones,phernandez@example.com,44,Male,26661,11,194.01,64,4,0
a802e2a7-e3d3-4b73-8f89-6b86c4a65dbb,Parker Young,kenneth55@example.net,44,Male,54963,7,192.46,6,3,0
f9a3877f-28c3-4988-9db2-4048a6206cb5,Derrick Ewing,christian32@example.net,51,Female,62502,9,64.57,61,4,1
3a1afadb-22cb-47b4-9b01-95485f9347bf,Heather Ramirez,johnphillips@example.org,38,Male,20093,9,82.65,1,1,0
c5e4e97c-c83a-46d7-8e7f-5ce2e84f00aa,Miranda Bennett,xgarcia@example.com,47,Female,55610,12,181.2,65,3,0
3190da36-7238-4ed2-a64d-6d3083cee868,Deanna Flynn,tammy37@example.org,50,Male,68415,12,193.99,11,4,0
057d71f0-949b-45d4-b65a-01899cba2502,Justin Espinoza,timothy65@example.org,45,Male,31855,7,99.82,11,4,0
8c2cd695-866d-4345-9a8e-89361963ccdc,Walter Hudson,crystal05@example.net,64,Male,75088,10,77.78,21,1,0
0795577d-272c-459d-adea-285ab0c20751,Paul Rosales,rcarson@example.com,50,Male,56285,10,114.7,84,5,0
9b0b4253-dd29-4ad9-90a8-87e19717f2e0,Daniel Ho,jacksonabigail@example.org,22,Female,39424,13,143.8,1,3,0
51e7d49d-bafe-4dc6-9a1c-6162b5f6271e,Louis Armstrong,austin47@example.net,36,Female,49163,13,69.23,13,3,0
62773dd6-fe93-4744-b70b-fdd6e20a295a,Donna Johnson,mark85@example.com,21,Female,58374,6,152.57,58,1,0
7bddc977-0366-4687-bfb7-3677dc16be59,Catherine Hendrix,andreavelazquez@example.org,52,Male,51140,11,29.3,15,5,0
6c3a4c47-47e5-4915-8aa2-563a1fd35a16,Kelly Roberts,williamsbrittany@example.org,34,Female,58081,6,28.87,6,3,1
293c78e0-1b5e-4b62-883b-6ace184c124a,Brittany Harvey,zcook@example.net,61,Female,36189,11,89.53,16,3,0
838b3f39-994a-4b08-8623-f05c150f2b0d,John Meyer,amandacopeland@example.net,45,Female,52540,15,83.63,14,3,0
4374926a-65e5-4347-8df1-9d1fa60ffd1d,James Williams,brenda94@example.net,47,Male,28794,11,76.81,74,5,0
cea73dd0-32dd-4c70-b9b8-5b837cad37d2,Tiffany Gonzalez,cynthia65@example.com,46,Male,48331,10,108.38,43,1,0
3483d247-2f3e-4e52-bf4c-a2797ba0adbf,Russell Ward,jasonjordan@example.net,63,Male,36441,8,77.73,21,3,0
235a1830-53ba-4cf6-ab36-86e139360bde,Dr. Michael Morse,jdavis@example.com,23,Female,38967,8,54.61,133,4,1
0f6fbffb-85a5-431c-82ca-b2b6cab03b89,Melissa Gibbs,shannonkimberly@example.com,52,Female,68541,7,75.7,18,5,0
f449017f-4036-4946-824a-c18f0f98254e,Peter Green,cmcgee@example.com,58,Female,66369,15,195.48,1,2,0
bf095fb4-8de5-40d8-96e9-4203468b22d2,James Thompson,abenitez@example.org,54,Male,59137,7,94.0,9,1,1
47528edb-b852-4b4f-b505-c4cf299b55d0,Amanda Cross,mary51@example.com,41,Male,33615,12,100.05,17,4,0
288912b9-9e11-4351-9f4a-6f33792f0259,Jasmine Wang,beth24@example.com,46,Female,45253,13,123.78,5,3,1
11dc674f-2e03-4613-b5ee-aa92778e72ba,Eric Pennington,gpatterson@example.net,63,Male,68196,13,197.0,88,2,0
e226ce65-a20a-45a7-8adc-7957d4c6d0be,Mr. Tyler Ramos MD,dhuff@example.org,48,Male,52125,12,63.49,43,1,1
f66a77c4-5056-4eec-ad68-8fcbe0038dbf,Bob Smith,barnesmarcus@example.net,52,Male,84789,16,142.63,9,5,1
9ad9ab3a-42fe-4149-971d-ff906c57f2f6,Gregory King,sherrimoore@example.net,50,Male,55899,8,148.88,26,2,1
7cf9b57b-6ed2-4476-860e-8554137a948f,Jeffrey Marshall,kevin28@example.com,38,Female,52880,7,129.32,38,2,1
f07f3a8e-f3e6-466e-a37e-34e6cbb19f25,Connor Bean,ballangela@example.net,49,Male,45363,7,35.94,85,4,1
18720a9a-bb34-49bc-95e0-9129861b3c8d,Kimberly Lozano,fcarney@example.net,40,Male,52003,8,141.84,64,1,1
4d6e8784-f315-4d0c-be93-ec2c2b08320c,Rebecca Edwards,vcontreras@example.com,50,Male,47712,13,31.54,21,4,0
8c3a3a4e-1282-4a15-adda-b84ad361c153,Jeffrey Soto,melissadorsey@example.net,20,Male,60621,5,127.31,44,4,0
8a3214de-ad68-4d80-b840-72e290830a1f,Thomas Hart,lmassey@example.net,35,Female,64350,9,153.12,24,3,0
8593ecae-739f-458a-83b7-6eba2b135bb1,Brenda Hill,ryangarcia@example.org,42,Female,38210,7,57.97,24,5,1
2a2812ee-3be9-4ebb-b48e-5439367e5dcb,Shawn Brown,amandabriggs@example.net,59,Male,30031,15,171.49,3,2,1
d5fd9713-6b0a-4cde-98c3-7e48d25440d4,Vicki Lee,russellcourtney@example.org,48,Male,22456,7,25.46,4,1,1
57099294-e850-4165-a6bd-120560e37714,Dr. Sheri Cortez,kelli02@example.com,20,Male,57619,4,171.89,22,5,1
ec6e434a-e56a-4b23-80b4-cd7341093319,Patrick Clark,riveramary@example.org,57,Male,33449,12,102.86,9,5,0
f10381ff-152f-450e-aee5-29901499c059,Darlene Garcia,blevinszachary@example.com,63,Male,17706,7,59.17,0,1,0
2a2fd68f-283d-4e12-abbe-a96df53b848f,Mark Hanson,robertford@example.org,41,Male,55828,9,44.08,38,5,0
a48ff47b-993c-47f0-8713-b2a2eb149eb1,Andrew Russell,robertsonrebecca@example.org,49,Female,87394,13,191.6,0,3,0
50896d67-5128-4c15-b4ae-6aac853ed1b5,Mary Hernandez,adamsshawn@example.com,64,Male,49908,8,33.08,27,5,0
e47822ec-e926-4d3a-9681-a200ebc8de54,Michele Wilson,jennifer06@example.org,39,Female,62577,7,55.84,23,3,1
8be5fc6e-2aec-46fc-b230-7f2308709c01,Allison Cobb,megan42@example.net,40,Female,51227,13,82.61,104,2,1
d7929045-d792-49d7-959e-cac2463b9511,Tiffany Bradley,sara94@example.org,19,Male,48516,13,131.64,19,2,0
3d53b0e0-d012-4bad-9d12-65abc00aae1d,Janet Rose,jonathanschaefer@example.net,44,Female,63786,11,118.06,1,4,0
709b57cf-8e27-48cd-86bd-09ad00c91849,David Hernandez,christie30@example.org,59,Female,45645,14,42.62,24,3,0
5d3e2d47-c32b-4525-81be-84573a4ae9c6,Sarah Cain,bharris@example.com,19,Female,54010,13,72.15,55,2,0
22fb899f-44f7-4f21-9b23-83b2bcea20f1,Michelle Smith,trobbins@example.net,43,Female,54825,12,62.98,172,5,0
f235bd8d-123f-4554-bafc-0a43e0613075,Shirley Sheppard,jennifer68@example.com,34,Female,39978,7,58.44,16,1,0
acf3745b-c217-4abe-b4ed-c37778481ce9,Philip Hall,chad55@example.com,57,Female,64880,8,94.01,11,1,0
23fc0912-1ed3-4932-85e9-65429f1ab183,Mrs. Nancy Hall,hollandvalerie@example.org,50,Male,47375,13,146.73,71,3,0
75339266-ae22-4a78-9043-9cfe08b304c8,Mrs. Tiffany Chang MD,sandovalmichael@example.org,26,Female,38663,11,59.14,6,4,1
2fa6978b-bb37-49b8-b7bc-c47fd4df65df,Jared Thomas,jodi60@example.org,60,Female,58047,9,86.0,28,5,0
7b035eba-4fc0-44a4-9561-5d7cd0188465,Ann Norman,xmaddox@example.org,56,Female,36522,12,90.37,15,3,0
d3ef3605-59d0-433e-aa1d-2fe4a711205d,Charles Hart,stevenrice@example.com,46,Male,50422,16,195.76,1,1,0
e6f1d1f3-6de3-489a-a6e9-598f9658f1fe,Peter Cook,wfrazier@example.net,59,Female,49863,10,191.84,12,3,0
4483e31f-0a44-40c8-9e80-23c57213cc94,Jason Morris,christinagonzales@example.net,43,Male,66288,12,164.02,9,5,0
911cb72a-26e5-4fab-b40c-8944a4036599,James Flores,jasonanderson@example.com,52,Female,57120,8,63.5,34,2,1
8a1f6aae-9fbf-4866-b497-70e584589a05,Sarah Williams,sanchezfaith@example.org,42,Male,49624,11,32.25,89,5,0
1c22cbc4-a81e-4844-afbf-f585b4e19151,Terry Martinez,zschultz@example.net,41,Male,62266,9,77.04,9,2,0
53f2d21d-c55f-43b7-a1fe-322a0c96954b,Alicia Velasquez,brian97@example.org,30,Female,70853,14,68.02,50,2,0
fc0be396-83f7-487d-9b27-11914ea18214,Julian Rogers,jmiller@example.com,24,Female,58367,11,111.07,1,2,0
977283c5-a480-4272-9ac0-c95a97442a0e,Sarah Taylor,rball@example.net,53,Male,50155,18,159.99,23,3,0
7dc744ca-e6e1-49cb-9abe-2c1729bffc6d,Elizabeth Farley,robertrollins@example.net,62,Female,30322,10,174.5,2,1,0
fc727f94-eb7a-4d78-9514-69c7dfa4b63c,Brent Montgomery,taylor50@example.net,37,Male,34023,6,172.08,81,3,1
2521dd94-9116-4d66-a408-59d946fec688,Ann Williams,bmathis@example.com,18,Male,45421,8,84.74,43,1,1
cf721b21-b38c-425c-afdd-53af88ab4a58,Rodney Morgan,robert59@example.org,25,Male,40857,11,143.7,32,5,1
07b386cd-a2b9-4e9d-beda-ab8f8becfa81,Edwin Carson,mejianicole@example.com,63,Male,47195,9,76.31,52,4,0
37a41c24-afcd-4be6-8bb1-6dde6cc63964,Walter West,hollydelgado@example.net,33,Male,50849,5,30.96,31,5,0
246c0497-b26e-4504-97c9-5bba0bf55c88,William Hunt,jameskimberly@example.org,31,Female,57945,12,146.28,104,3,1
f8eb594b-ec58-4082-b4f1-be5af0634bd4,Alicia Parker,kenneth10@example.com,29,Male,48942,7,21.77,37,3,0
68985c1f-4aaf-4025-87f0-3558463a1218,Ruth Robertson,ryan83@example.org,40,Male,57297,8,93.65,77,1,0
e584d2f0-f783-4d25-b46e-82954f9155ce,Ronald Logan,joelmora@example.com,32,Female,50967,15,79.29,21,3,0
9aab05ff-f96d-47c9-8124-7b0ab9edc35c,Drew Johnson,wlee@example.com,45,Male,20368,14,144.81,3,2,0
ace3ec51-9141-458d-b2a8-e077474d9289,Lindsay Martinez,tlopez@example.org,51,Female,35909,8,157.92,22,3,0
687273e8-03c5-4d51-8170-4c8c6910359b,Donald Garza,jeffreyglenn@example.org,19,Female,47838,5,74.74,4,1,0
cc5d0651-16a5-4beb-a85b-eb16fe90d6ea,Jessica Fox,john88@example.org,49,Female,31854,4,166.09,26,1,0
cfbb39f8-c186-4787-9da0-ce6646f468f9,Gregory Graham,tylerevelyn@example.org,40,Male,58998,7,72.91,19,2,1
ffc14da8-9576-461a-9e6a-89e449e9dea5,Dr. Chad Bullock,manningelizabeth@example.com,39,Male,72961,8,100.34,29,1,0
e0041753-32f2-4017-8606-d2d2877990eb,Jordan Williams,omcdonald@example.net,42,Male,68281,6,150.86,0,4,0
bc40a780-3e7b-4216-9496-cfe686b6bbe7,Anthony Duarte,emilywells@example.com,39,Female,46798,19,144.73,6,5,0
60e63bb9-a22e-4dae-a58f-f9201b8f0238,Robert Jenkins,jessica83@example.org,39,Male,72360,8,197.73,20,3,0
fc6ced9e-fa78-49af-ad71-1200fb000212,Angel Haynes,erica16@example.net,59,Female,52230,8,60.53,90,4,0
82c4af4e-715b-45ab-ad2e-5316ae86e2b9,Elizabeth Harris,tanyacamacho@example.com,23,Male,44943,7,139.22,14,3,1
04dc198d-313d-42fe-b23c-93a97ce3a00a,Alexander Avery,michael94@example.net,32,Female,40798,7,129.74,16,4,0
4b0f6cf1-6948-4599-b7b6-5cd834f80c89,Alexis Stevens,nharris@example.com,60,Male,45462,12,184.72,37,3,1
6f093198-16d3-43af-abab-9400da7de730,Kevin Jones,laurenbrown@example.net,54,Male,44177,7,48.15,27,2,0
6940acfe-2370-4c12-a73b-132c116b6f70,Cassie Clark,baileychristian@example.net,50,Male,52556,6,155.32,10,1,0
d2b98efd-977d-49f2-b438-46dfb56d01e0,Christopher Gonzalez,courtney89@example.org,25,Female,52408,14,122.29,15,1,1
e8140afa-27e4-4ea0-ba14-2f6a0df99041,Lauren Smith,anameyer@example.net,61,Female,50045,5,69.44,7,2,0
951b8346-1432-4286-93e2-3d442fbc07e2,Dr. Sandra Rodriguez,pjohnson@example.com,61,Male,56554,8,105.4,101,4,0
ff62a17c-b42b-4749-83dd-b0677ec61a8b,Sandy Bishop,adamsmicheal@example.com,22,Male,67859,13,80.08,4,5,0
dad69720-a734-42da-b2f1-71c59f950488,Scott Wallace,staciesmith@example.net,56,Female,64243,11,124.28,13,4,0
8a11ee11-5db1-4f0f-ae38-22acf07a461c,Jessica Phillips,danielaustin@example.com,21,Female,27726,6,180.02,0,1,0
8f5daa98-1a4c-4f45-b760-89c15d3f9399,Clifford Schultz,paulmartinez@example.com,23,Female,11691,8,122.47,7,5,0
a0b3128f-7941-4c00-90ed-164062a46da0,Cristian Harper,foxemily@example.org,62,Male,64014,5,133.71,45,3,0
1ec2165f-9cae-4726-b534-b7c504e86d27,Christian Little,nferguson@example.com,49,Female,29496,8,113.37,6,5,0
90be434f-c518-4098-88ef-0b1b064f0905,Ryan Morris,lrussell@example.net,47,Male,46628,10,29.21,2,4,1
5e246355-fc5e-4946-8cde-6ef4e9460e70,Amy Craig,thomasjody@example.org,64,Female,32448,11,61.91,19,2,1
2f2b7300-730d-49f3-8f7c-ce170100b5bc,Mr. Terry Young DVM,stephenthompson@example.org,52,Male,22970,8,108.56,0,3,1
92f6e929-3a6c-4672-b703-4acba34d2660,Suzanne Durham,tracystevenson@example.org,57,Female,58121,15,75.84,2,4,0
caeff3e9-9a5c-4485-bfc2-7c84e3f4c248,Jacob Ellis,sherry43@example.com,33,Female,61387,7,52.72,49,3,1
aa390654-b373-4b87-b08c-d76e081f4fae,Jonathan Perry,icruz@example.net,30,Female,41352,12,110.74,44,5,0
7c7c7ad3-ad62-4f10-95ee-29161eabd16c,Joseph Guerrero,ushields@example.org,59,Female,11134,10,78.11,74,1,1
31c84be2-7795-4695-9212-366c0b1ff4ba,Christopher Clark,brownmatthew@example.net,47,Female,41806,9,66.46,57,4,0
